100 1 100 0 771
100 2 199 1 774
100 3 297 103 821
100 4 394 155 804
100 5 490 208 816
100 6 585 246 816
100 7 679 280 822
100 8 772 302 821
100 9 864 323 835
100 10 955 345 831
100 11 1045 373 852
100 12 1134 402 841
100 13 1222 419 845
100 14 1309 426 871
100 15 1395 416 876
100 16 1480 421 869
100 17 1564 460 877
100 18 1647 486 899
100 19 1729 493 901
100 20 1810 489 892
100 21 1890 531 902
100 22 1969 533 907
100 23 2047 545 920
100 24 2124 559 933
100 25 2200 555 919
100 26 2275 586 937
100 27 2349 587 942
100 28 2422 594 954
100 29 2494 611 957
100 30 2565 617 950
100 31 2635 631 964
100 32 2704 640 980
100 33 2772 646 986
100 34 2839 659 985
100 35 2905 681 1001
100 36 2970 682 1007
100 37 3034 687 1012
100 38 3097 710 1017
100 39 3159 727 1030
100 40 3220 733 1034
100 41 3280 738 1043
100 42 3339 748 1046
100 43 3397 770 1063
100 44 3454 771 1068
100 45 3510 783 1072
100 46 3565 785 1083
100 47 3619 801 1091
100 48 3672 801 1102
100 49 3724 810 1107
100 50 3775 825 1121
100 51 3825 844 1126
100 52 3874 842 1122
100 53 3922 855 1140
100 54 3969 863 1138
100 55 4015 874 1148
100 56 4060 874 1168
100 57 4104 891 1160
100 58 4147 903 1177
100 59 4189 907 1184
100 60 4230 917 1194
100 61 4270 931 1209
100 62 4309 935 1205
100 63 4347 943 1215
100 64 4384 945 1213
100 65 4420 965 1225
100 66 4455 969 1242
100 67 4489 981 1241
100 68 4522 1000 1256
100 69 4554 1010 1263
100 70 4585 1018 1268
100 71 4615 1021 1272
100 72 4644 1033 1289
100 73 4672 1038 1287
100 74 4699 1055 1301
100 75 4725 1063 1310
100 76 4750 1065 1318
100 77 4774 1079 1321
100 78 4797 1094 1342
100 79 4819 1078 1327
100 80 4840 1107 1355
100 81 4860 1114 1364
100 82 4879 1134 1382
100 83 4897 1135 1374
100 84 4914 1135 1380
100 85 4930 1148 1393
100 86 4945 1158 1397
100 87 4959 1170 1410
100 88 4972 1181 1420
100 89 4984 1187 1420
100 90 4995 1198 1440
100 91 5005 1214 1442
100 92 5014 1215 1450
100 93 5022 1226 1450
100 94 5029 1232 1456
100 95 5035 1239 1476
100 96 5040 1242 1482
100 97 5044 1261 1497
100 98 5047 1268 1501
100 99 5049 1280 1512
100 100 5050 1294 1515
