60 1 60 0 386
60 2 119 2 399
60 3 177 63 429
60 4 234 102 435
60 5 290 127 442
60 6 345 161 440
60 7 399 176 448
60 8 452 191 456
60 9 504 203 462
60 10 555 219 469
60 11 605 239 471
60 12 654 254 479
60 13 702 258 480
60 14 749 274 486
60 15 795 286 496
60 16 840 281 497
60 17 884 299 512
60 18 927 310 509
60 19 969 331 521
60 20 1010 337 521
60 21 1050 342 532
60 22 1089 349 538
60 23 1127 363 555
60 24 1164 375 544
60 25 1200 384 563
60 26 1235 393 559
60 27 1269 400 569
60 28 1302 411 575
60 29 1334 418 586
60 30 1365 425 589
60 31 1395 428 593
60 32 1424 432 596
60 33 1452 451 620
60 34 1479 453 608
60 35 1505 471 626
60 36 1530 476 636
60 37 1554 491 638
60 38 1577 501 649
60 39 1599 502 649
60 40 1620 511 665
60 41 1640 519 664
60 42 1659 530 684
60 43 1677 540 683
60 44 1694 547 682
60 45 1710 563 702
60 46 1725 565 703
60 47 1739 578 721
60 48 1752 586 721
60 49 1764 593 738
60 50 1775 600 744
60 51 1785 614 755
60 52 1794 613 755
60 53 1802 623 752
60 54 1809 635 769
60 55 1815 638 779
60 56 1820 650 788
60 57 1824 656 796
60 58 1827 663 795
60 59 1829 668 804
60 60 1830 683 820
