50 1 50 0 323
50 2 99 2 316
50 3 147 54 352
50 4 194 88 348
50 5 240 108 339
50 6 285 145 343
50 7 329 135 371
50 8 372 154 357
50 9 414 173 373
50 10 455 199 372
50 11 495 199 376
50 12 534 218 385
50 13 572 232 399
50 14 609 231 401
50 15 645 234 397
50 16 680 251 408
50 17 714 255 419
50 18 747 281 427
50 19 779 280 421
50 20 810 288 438
50 21 840 294 443
50 22 869 314 457
50 23 897 322 459
50 24 924 324 467
50 25 950 339 466
50 26 975 344 473
50 27 999 352 480
50 28 1022 364 490
50 29 1044 363 497
50 30 1065 373 510
50 31 1085 382 504
50 32 1104 393 515
50 33 1122 405 528
50 34 1139 406 531
50 35 1155 417 539
50 36 1170 425 540
50 37 1184 434 554
50 38 1197 444 563
50 39 1209 453 568
50 40 1220 455 567
50 41 1230 480 596
50 42 1239 476 589
50 43 1247 484 597
50 44 1254 495 602
50 45 1260 498 609
50 46 1265 508 620
50 47 1269 518 620
50 48 1272 526 642
50 49 1274 536 646
50 50 1275 537 643
