40 1 40 0 255
40 2 79 1 246
40 3 117 44 263
40 4 154 68 269
40 5 190 87 270
40 6 225 101 277
40 7 259 116 282
40 8 292 126 281
40 9 324 142 286
40 10 355 153 295
40 11 385 167 307
40 12 414 173 304
40 13 442 190 303
40 14 469 196 315
40 15 495 202 322
40 16 520 213 331
40 17 544 219 335
40 18 567 228 338
40 19 589 238 352
40 20 610 250 353
40 21 630 255 357
40 22 649 267 356
40 23 667 273 381
40 24 684 275 375
40 25 700 291 383
40 26 715 287 388
40 27 729 302 391
40 28 742 309 400
40 29 754 316 408
40 30 765 327 417
40 31 775 337 427
40 32 784 340 426
40 33 792 345 438
40 34 799 358 443
40 35 805 366 455
40 36 810 373 455
40 37 814 384 468
40 38 817 390 480
40 39 819 403 487
40 40 820 403 482
