30 1 30 0 172
30 2 59 2 186
30 3 87 33 188
30 4 114 41 188
30 5 140 69 193
30 6 165 82 198
30 7 189 99 201
30 8 212 105 198
30 9 234 112 208
30 10 255 131 212
30 11 275 134 217
30 12 294 142 224
30 13 312 152 234
30 14 329 155 232
30 15 345 167 242
30 16 360 170 248
30 17 374 177 254
30 18 387 191 259
30 19 399 193 266
30 20 410 201 270
30 21 420 215 285
30 22 429 219 284
30 23 437 227 291
30 24 444 238 290
30 25 450 242 316
30 26 455 245 306
30 27 459 258 321
30 28 462 258 318
30 29 464 267 328
30 30 465 284 350
