70 1 70 0 457
70 2 139 1 484
70 3 207 73 522
70 4 274 124 487
70 5 340 149 531
70 6 405 195 513
70 7 469 195 525
70 8 532 216 544
70 9 594 231 539
70 10 655 279 554
70 11 715 272 568
70 12 774 268 578
70 13 832 307 569
70 14 889 313 563
70 15 945 310 589
70 16 1000 330 592
70 17 1054 341 600
70 18 1107 357 612
70 19 1159 371 600
70 20 1210 381 615
70 21 1260 401 621
70 22 1309 401 626
70 23 1357 417 633
70 24 1404 425 646
70 25 1450 421 649
70 26 1495 431 646
70 27 1539 446 662
70 28 1582 455 667
70 29 1624 465 673
70 30 1665 475 686
70 31 1705 475 675
70 32 1744 495 703
70 33 1782 497 694
70 34 1819 513 711
70 35 1855 516 717
70 36 1890 532 720
70 37 1924 537 728
70 38 1957 549 738
70 39 1989 562 742
70 40 2020 566 754
70 41 2050 577 751
70 42 2079 583 763
70 43 2107 599 781
70 44 2134 606 784
70 45 2160 618 787
70 46 2185 618 791
70 47 2209 627 803
70 48 2232 638 812
70 49 2254 639 817
70 50 2275 662 829
70 51 2295 661 830
70 52 2314 676 845
70 53 2332 675 837
70 54 2349 693 857
70 55 2365 693 866
70 56 2380 701 869
70 57 2394 711 874
70 58 2407 718 885
70 59 2419 726 891
70 60 2430 742 907
70 61 2440 745 905
70 62 2449 758 920
70 63 2457 762 928
70 64 2464 771 935
70 65 2470 786 952
70 66 2475 785 940
70 67 2479 796 964
70 68 2482 809 965
70 69 2484 821 980
70 70 2485 830 983
