80 1 80 0 587
80 2 159 2 572
80 3 237 82 609
80 4 314 146 573
80 5 390 169 610
80 6 465 178 623
80 7 539 222 640
80 8 612 219 631
80 9 684 265 635
80 10 755 289 651
80 11 825 330 658
80 12 894 326 653
80 13 962 338 663
80 14 1029 337 674
80 15 1095 360 668
80 16 1160 365 675
80 17 1224 380 682
80 18 1287 409 688
80 19 1349 413 690
80 20 1410 414 712
80 21 1470 423 710
80 22 1529 452 736
80 23 1587 455 728
80 24 1644 467 734
80 25 1700 466 742
80 26 1755 495 742
80 27 1809 487 751
80 28 1862 503 756
80 29 1914 510 779
80 30 1965 526 769
80 31 2015 521 788
80 32 2064 531 787
80 33 2112 553 802
80 34 2159 559 802
80 35 2205 574 804
80 36 2250 582 808
80 37 2294 599 825
80 38 2337 599 831
80 39 2379 608 833
80 40 2420 621 835
80 41 2460 624 857
80 42 2499 634 860
80 43 2537 646 862
80 44 2574 660 876
80 45 2610 671 890
80 46 2645 677 896
80 47 2679 690 898
80 48 2712 690 903
80 49 2744 703 902
80 50 2775 713 916
80 51 2805 713 922
80 52 2834 731 936
80 53 2862 740 944
80 54 2889 744 943
80 55 2915 754 958
80 56 2940 759 958
80 57 2964 777 981
80 58 2987 784 978
80 59 3009 788 989
80 60 3030 801 1002
80 61 3050 804 1009
80 62 3069 815 1013
80 63 3087 824 1024
80 64 3104 831 1023
80 65 3120 839 1038
80 66 3135 851 1045
80 67 3149 858 1049
80 68 3162 873 1055
80 69 3174 877 1060
80 70 3185 881 1076
80 71 3195 899 1097
80 72 3204 903 1099
80 73 3212 912 1102
80 74 3219 922 1104
80 75 3225 934 1116
80 76 3230 942 1131
80 77 3234 952 1128
80 78 3237 966 1147
80 79 3239 974 1159
80 80 3240 978 1160
